"band","year","site_nest","ts_ratio1","ts_ratio2","ts_ratio3","ts_ratio4","Age","Mass","Flat_Wing","Bleed1_CORT_corrected_value","Bleed1_Glucose","Bleed2_CORT_corrected_value","Bleed2_Glucose","Bleed3_CORT_corrected_value","Bleed3_Glucose","experiment","color","fbbright","predator","dull","gen_dad","full_treatment","soc_mom","gen_mom","raised_nest","sex","d12_base","d12_stress","d12_dex","d15_acth","Current_Brood_Size","maxbrood","Nestling_Fate"
281128499,2019,"Unit_2_31_2019",0.362021571377882,0.361399318544728,1753.18569175103,1.00039334255055,"12",19.75,41,3.28,329,0.77,313,3.44,241,"challenge_color","Control",59.1,"Control","Dull",278172282,"Dull_Control",272107361,"156181153","cross","",3.1,0.7,3.3,15,4,4,"Fledged"
281128439,2019,"Unit_2_31_2019",NA,NA,NA,NA,"12",19,45,10.3,289,2.96,325,2.5,236,"challenge_color","Control",59.1,"Control","Dull",NA,"Dull_Control",272107361,"278172159","cross","",9.7,2.8,2.4,40.2,4,4,"Fledged"
281128532,2019,"Unit_2_99_2019",0.718910990001709,0.71957576359683,3472.46840487462,1.00040350487612,"12",15.25,39,1.13,NA,1.99,405,5.58,488,"challenge_color","Control",44,"Control","Control",NA,"Control_Control",281128601,"281128603","cross","",1.1,1.9,5.3,29.5,4,4,"Died"
281128533,2019,"Unit_2_99_2019",0.4128816845277,0.413715095349818,1992.97293415227,1.00027615899574,"12",14,37,2.85,440,6.58,NA,4.43,337,"challenge_color","Control",44,"Control","Control",NA,"Control_Control",NA,NA,NA,NA,NA,NA,NA,NA,4,4,"Died"
281128534,2019,"Unit_2_99_2019",0.525992547685358,0.527158466255214,2547.27498157569,1.00019462373107,"12",15.75,42,3.35,260,5.3,221,10.26,307,"challenge_color","Control",44,"Control","Control",278171894,"Control_Control",281128601,"281128601","home","",3.2,5,9.7,35.2,4,4,"Died"
281128535,2019,"Unit_2_99_2019",0.355678601192586,0.35072806703764,1716.82648629569,1.00037611829487,"12",18,44,3.37,370,15.51,384,4.21,297,"challenge_color","Control",44,"Control","Control",NA,"Control_Control",NA,NA,NA,NA,NA,NA,NA,NA,4,4,"Died"
281128768,2019,"Unit_2_34_2019",0.509592690822563,0.519625424980097,2440.07539968704,1.00022664127606,"12",18.5,44,3.56,278,85.55,242,6.62,233,"challenge_color","Control",43.6,"Control","Dull",278171894,"Dull_Control",278172162,"281128601","cross","",3.4,80.9,6.3,34.5,4,4,"Died"
281128769,2019,"Unit_2_34_2019",0.581381633683437,0.582820290321164,2804.5543187175,1.00018763226262,"12",17,49,1.06,252,14.76,248,2.35,207,"challenge_color","Control",43.6,"Control","Dull",272107817,"Dull_Control",278172162,"278172162","home","",1,14,2.2,30.6,4,4,"Fledged"
281128770,2019,"Unit_2_34_2019",0.430801500295876,0.428317651657541,2066.55422907584,1.00026452350578,"12",20.25,47,2.48,255,49.28,339,2.65,296,"challenge_color","Control",43.6,"Control","Dull",278171894,"Dull_Control",278172162,"281128601","cross","",2.3,46.6,2.5,49.9,4,4,"Fledged"
281128771,2019,"Unit_2_34_2019",0.431848624972321,0.435861899838856,2080.96813841447,1.00028759421705,"12",17.25,40,1.79,259,3.9,218,3.83,285,"challenge_color","Control",43.6,"Control","Dull",281128516,"Dull_Control",278172162,"278172162","home","",1.7,3.7,3.6,37.8,4,4,"Fledged"
278172289,2019,"Unit_2_72_2019",0.70244003201706,0.708156996351979,3380.32127297731,1.00037937517139,"12",18,46,0.54,186,18.95,193,4.65,214,"challenge_color","Predator",42,"Predation","Control",NA,"Control_Predator",NA,NA,NA,NA,NA,NA,NA,NA,5,5,"Fledged"
278172290,2019,"Unit_2_72_2019",0.214806506088989,0.218435411130406,1035.7905247754,1.00040149775204,"12",21.5,56,3.2,183,6.77,208,5.32,192,"challenge_color","Predator",42,"Predation","Control",278172169,"Control_Predator",281128603,"278172162","cross","",3,6.4,5,16.5,5,5,"Fledged"
278172291,2019,"Unit_2_72_2019",0.265992214095391,0.266358424541106,1285.08493162146,1.0002953500323,"12",18,54,1.73,226,29.54,277,9.26,240,"challenge_color","Predator",42,"Predation","Control",NA,"Control_Predator",281128603,"281128603","home","",1.6,27.9,8.8,19.2,5,5,"Fledged"
278172292,2019,"Unit_2_72_2019",0.526457713475584,0.522960532905134,2546.5433511369,1.00032403682083,"12",19.25,53,0.78,187,20.98,197,2.84,230,"challenge_color","Predator",42,"Predation","Control",NA,"Control_Predator",NA,NA,NA,NA,NA,NA,NA,NA,5,5,"Fledged"
278172293,2019,"Unit_2_72_2019",0.568521284185746,0.565069557696442,2738.99299220203,1.00019629767758,"12",20,53,0.47,176,11.22,226,5.72,249,"challenge_color","Predator",42,"Predation","Control",281128516,"Control_Predator",281128603,"278172162","cross","",0.5,10.6,5.4,NA,5,5,"Fledged"
278172294,2019,"Unit_2_14_2019",0.662286200156393,0.665944257196234,3194.73267848702,1.00021975591119,"12",24,50,2.14,193,43.52,199,11.94,229,"challenge_color","Predator",43.6,"Predation","Dull",272107690,"Dull_Predator",278172163,"278172163","home","",2,41.1,11.3,22.6,3,3,"Fledged"
278172295,2019,"Unit_2_14_2019",0.568416416862983,0.570651278516467,2753.67092784525,1.00018286662069,"12",23,53,1.59,176,15.57,199,7.48,225,"challenge_color","Predator",43.6,"Predation","Dull",272107690,"Dull_Predator",278172163,"278172163","home","",1.5,14.7,7.1,27.6,3,3,"Fledged"
278172296,2019,"Unit_2_14_2019",0.44906237587082,0.450124091896885,2164.29793039892,1.00021193216588,"12",23,55,0.47,194,26.28,221,8.95,217,"challenge_color","Predator",43.6,"Predation","Dull",272107690,"Dull_Predator",278172163,"278172163","home","",0.5,24.9,8.5,13.8,3,3,"Fledged"
